video_filename,timestamp,transcription,sentiment_model_1,confidence_model_1,sentiment_model_2_top_1,confidence_model_2_top_1,sentiment_model_2_top_2,confidence_model_2_top_2
new_video.mp4,270 sec, Let's get a cigarette. No one here has a drink but they books. Just identify how her voice is. seguir,0,0.797731876373291,neutral,0.9404663443565369,approval,0.026245079934597015
new_video.mp4,275 sec," No, you won't see anything, but that might see something in the passenger seat of Dodia.",0,0.8437594175338745,neutral,0.8427528142929077,confusion,0.13382957875728607
new_video.mp4,280 sec, The state of the ODS is parking. It should be a wide car right now.,-1,0.8325635194778442,neutral,0.9525349736213684,approval,0.02704894170165062
new_video.mp4,285 sec, I know. Why? I don't know. S-U-V-L-A-T,0,0.6015067100524902,confusion,0.9141615629196167,neutral,0.15352356433868408
new_video.mp4,290 sec, The easily tells that the stand will serve,0,0.7896261811256409,neutral,0.9567842483520508,approval,0.02595827542245388
new_video.mp4,295 sec, or SUVs SUVs,0,0.791144847869873,neutral,0.966330885887146,approval,0.009261006489396095
new_video.mp4,300 sec, I see a camel.,0,0.7801002860069275,neutral,0.9603885412216187,approval,0.013085013255476952
new_video.mp4,305 sec, I,0,0.4680517017841339,neutral,0.9658253192901611,approval,0.016628237441182137
new_video.mp4,310 sec, We got cars coming up. There's a driving,0,0.8066727519035339,neutral,0.9424759745597839,approval,0.017704883590340614
new_video.mp4,315 sec," driving white car on the left. Yeah, and then we'll go to the left.",0,0.8651873469352722,neutral,0.9096503257751465,approval,0.059991978108882904
new_video.mp4,320 sec," You are in the left, and I'm Bob gonna start pa粗 buddy I'd say Is it tornado? Ok",0,0.8403902053833008,neutral,0.7505907416343689,curiosity,0.10752034187316895
new_video.mp4,325 sec, I think that was it. Yeah. We have another way to...,0,0.7724369168281555,approval,0.5700098276138306,neutral,0.3545839190483093
new_video.mp4,330 sec, have another white SUV and passing,0,0.8364338278770447,neutral,0.9697909355163574,approval,0.011919907294213772
new_video.mp4,335 sec," Yeah, passing that one left now.",0,0.8392184972763062,neutral,0.9247525334358215,approval,0.033909864723682404
new_video.mp4,340 sec, Imp gegen,0,0.6579533219337463,neutral,0.9647701382637024,approval,0.01041106041520834
new_video.mp4,345 sec, Passing versions...,0,0.8273167610168457,neutral,0.9682146906852722,approval,0.01072237454354763
new_video.mp4,350 sec, passing military checkpoint,0,0.795005738735199,neutral,0.9669702649116516,approval,0.013685395941138268
new_video.mp4,355 sec, Oh,0,0.5322705507278442,neutral,0.9620479345321655,approval,0.02159835956990719
new_video.mp4,360 sec, we don't wait�만. I don't really like getting my laptop free. Too much Pr decreasing.,-1,0.8997431993484497,disapproval,0.7187891602516174,neutral,0.1947728544473648
new_video.mp4,365 sec, and there was a cable columns...,0,0.7439661622047424,neutral,0.9675011038780212,approval,0.008315837942063808
new_video.mp4,370 sec, and it's not like model. Yeah. It's a car. I'm a model. Yeah.,1,0.5497415661811829,neutral,0.5887498259544373,approval,0.27486637234687805
new_video.mp4,375 sec, Yeah,1,0.46934774518013,neutral,0.945986270904541,approval,0.03502235934138298
new_video.mp4,380 sec,,1,0.4012986421585083,neutral,0.9549601674079895,approval,0.022920342162251472
new_video.mp4,385 sec,,1,0.4012986421585083,neutral,0.9549601674079895,approval,0.022920342162251472
new_video.mp4,390 sec," Jack, do you feel like this is giving you enough to understand?",0,0.8276062607765198,curiosity,0.6618815064430237,neutral,0.27924850583076477
new_video.mp4,395 sec," Understand or do you want to continue? Yeah, I think is",0,0.7724161744117737,confusion,0.5471616983413696,curiosity,0.4445452094078064
new_video.mp4,400 sec, I think it's how about you comment it. I think it's enough.,0,0.7696146965026855,approval,0.5507991909980774,neutral,0.404874712228775
new_video.mp4,405 sec, I think he's enough. I mean I'm having fun but we can stop if you want to.,1,0.5803666710853577,joy,0.6964362263679504,approval,0.3407071530818939
new_video.mp4,410 sec, Wow.. yeah we kill it,1,0.965150773525238,neutral,0.16628074645996094,surprise,0.16007450222969055
new_video.mp4,415 sec, So all drivers. Well.,0,0.7662835717201233,neutral,0.9577698707580566,approval,0.02326175943017006
new_video.mp4,420 sec," Okay, command of breaking out.",0,0.8293752074241638,neutral,0.9264279007911682,approval,0.057566653937101364
new_video.mp4,425 sec, of breaking down.,-1,0.5155177712440491,neutral,0.8320997953414917,sadness,0.2285098135471344
new_video.mp4,430 sec, Please don't run through me.,-1,0.761731743812561,neutral,0.49373337626457214,annoyance,0.23643356561660767
new_video.mp4,435 sec, Please don't run through me. No. We've been rear-ended.,-1,0.7570163607597351,disapproval,0.5692707896232605,neutral,0.25005146861076355
new_video.mp4,440 sec, been rear-ended in park now,0,0.5433599948883057,neutral,0.9615044593811035,annoyance,0.01203866209834814
new_video.mp4,445 sec, now.,0,0.7140246629714966,neutral,0.9649651646614075,approval,0.009049652144312859
